ID,Date,Time,Weekday,Recipe,Ingredient,Planned Qty,Wastage Qty,Expected Waste Qty,Sales Qty,Unit,Unit Cost,Total Cost,Wastage Cost,Kitchen Station,Shift,Prep Method,Prep Time (mins),Shelf Life (days),Stock Received Date,Expiry Date,Supplier Name,Temperature (°C),Weather Condition,Peak Hour Flag,Branch,Branch Manager,Chef,Status,Chef_Feedback
509,12-Jul-24,09:15,Friday,Mushroom Soup,Tomato,27,2,3,22,kg,46,1242,92,Main Course Station,Afternoon,Boiled,34,5,11-Jul-24,16-Jul-24,FreshFarm Co.,24,Rainy,FALSE,Houston - Central,Emily,Chef John,,
510,13-Oct-24,10:45,Sunday,Chocolate Milkshake,Milk,50,7,5,42,liters,52,2600,364,Salad Station,Afternoon,Boiled,20,4,10-Oct-24,14-Oct-24,FreshFarm Co.,25,Sunny,FALSE,New York - Main,Robert,Chef John,,
511,24-Mar-24,18:45,Sunday,Chicken Biryani,Chicken,24,4,2,19,kg,221,5304,884,Pastry Station,Morning,Grilled,10,2,17-Mar-24,19-Mar-24,Urban Harvest,24,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
512,15-Apr-25,14:00,Tuesday,Spicy Chicken Wings,Chicken,26,2,3,23,kg,259,6734,518,Main Course Station,Morning,Grilled,56,2,09-Apr-25,11-Apr-25,FreshFarm Co.,16,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
513,03-Feb-25,08:45,Monday,Ice Cream Sundae,Ice Cream,40,5,3,34,pieces,50,2000,250,Salad Station,Afternoon,Frozen,15,30,31-Jan-25,02-Mar-25,DailyDairy Ltd.,11,Cold,FALSE,New York - Main,Robert,Chef Maria,,
514,16-Apr-24,09:45,Tuesday,Apple Pie,Mixed Veg,11,1,1,9,kg,65,715,65,Pastry Station,Night,Boiled,52,3,09-Apr-24,12-Apr-24,SpiceKart Foods,29,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
515,28-Feb-24,15:15,Wednesday,Cheeseburger,Cheese,8,2,0,4,grams,206,1648,412,Grill Station,Afternoon,Raw,56,10,21-Feb-24,02-Mar-24,DailyDairy Ltd.,23,Rainy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
516,06-Jun-24,22:45,Thursday,Fish Fingers,Mixed Veg,24,2,2,21,kg,67,1608,134,Soup Station,Morning,Boiled,18,3,04-Jun-24,07-Jun-24,FreshFarm Co.,29,Sunny,FALSE,Houston - Central,Emily,Chef John,,
517,24-Oct-24,19:15,Thursday,Mushroom Soup,Tomato,36,5,4,29,kg,45,1620,225,Main Course Station,Night,Boiled,18,5,23-Oct-24,28-Oct-24,Urban Harvest,25,Rainy,TRUE,Houston - Central,Emily,Chef Lee,,
518,10-Jan-25,09:45,Friday,Iced Tea,Ice Cream,29,5,2,23,pieces,48,1392,240,Soup Station,Night,Frozen,58,30,04-Jan-25,03-Feb-25,SpiceKart Foods,30,Sunny,FALSE,Los Angeles - Downtown,James,Chef John,,
519,09-Aug-24,21:45,Friday,Chicken Biryani,Chicken,15,2,2,10,kg,228,3420,456,Soup Station,Morning,Grilled,17,2,04-Aug-24,06-Aug-24,FreshFarm Co.,24,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
520,04-Feb-25,21:30,Tuesday,Mushroom Soup,Tomato,13,0,1,13,kg,45,585,0,Soup Station,Morning,Boiled,45,5,30-Jan-25,04-Feb-25,FreshFarm Co.,10,Cold,FALSE,New York - Main,Robert,Chef David,,
521,27-Jul-24,08:30,Saturday,Cheesecake,Cheese,44,7,5,37,grams,210,9240,1470,Pastry Station,Afternoon,Raw,52,10,22-Jul-24,01-Aug-24,GreenLeaf Suppliers,25,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
522,14-Nov-24,18:30,Thursday,Grilled Chicken,Chicken,11,1,1,10,kg,237,2607,237,Soup Station,Afternoon,Grilled,45,2,07-Nov-24,09-Nov-24,FreshFarm Co.,23,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
523,12-Feb-24,07:00,Monday,Paneer Butter Masala,Paneer,47,9,5,38,kg,280,13160,2520,Pastry Station,Morning,Fried,52,3,07-Feb-24,10-Feb-24,SpiceKart Foods,26,Sunny,FALSE,New York - Main,Robert,Chef Anna,,
524,07-Jan-24,21:00,Sunday,Apple Pie,Mixed Veg,5,0,0,5,kg,65,325,0,Grill Station,Afternoon,Boiled,38,3,02-Jan-24,05-Jan-24,FreshFarm Co.,23,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
525,30-Mar-25,09:00,Sunday,Paneer Butter Masala,Paneer,32,6,4,26,kg,256,8192,1536,Pastry Station,Morning,Fried,41,3,23-Mar-25,26-Mar-25,GreenLeaf Suppliers,34,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
526,23-Mar-25,17:00,Sunday,Spicy Chicken Wings,Chicken,17,3,2,11,kg,263,4471,789,Main Course Station,Morning,Grilled,16,2,22-Mar-25,24-Mar-25,GreenLeaf Suppliers,24,Cloudy,FALSE,New York - Main,Robert,Chef David,,
527,16-Nov-24,07:15,Saturday,Ice Cream Sundae,Ice Cream,48,7,6,41,pieces,45,2160,315,Main Course Station,Night,Frozen,25,30,13-Nov-24,13-Dec-24,DailyDairy Ltd.,23,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
528,29-Apr-24,13:45,Monday,Iced Tea,Ice Cream,40,9,4,29,pieces,46,1840,414,Soup Station,Afternoon,Frozen,48,30,22-Apr-24,22-May-24,FreshFarm Co.,21,Rainy,TRUE,New York - Main,Robert,Chef Lee,,
529,24-Feb-24,22:45,Saturday,Chocolate Milkshake,Milk,11,3,1,6,liters,56,616,168,Pastry Station,Morning,Boiled,60,4,21-Feb-24,25-Feb-24,GreenLeaf Suppliers,12,Cold,FALSE,Houston - Central,Emily,Chef David,,
530,24-Apr-24,18:30,Wednesday,Fish Fingers,Mixed Veg,43,9,5,34,kg,66,2838,594,Soup Station,Morning,Boiled,42,3,18-Apr-24,21-Apr-24,DailyDairy Ltd.,25,Cloudy,FALSE,New York - Main,Robert,Chef Anna,,
531,15-Dec-24,17:45,Sunday,Pasta Alfredo,Pasta,34,2,4,30,kg,99,3366,198,Pastry Station,Morning,Boiled,31,365,10-Dec-24,10-Dec-25,DailyDairy Ltd.,29,Sunny,FALSE,Houston - Central,Emily,Chef John,,
532,22-Nov-24,21:45,Friday,Brownie,Chocolate,50,11,5,39,grams,184,9200,2024,Salad Station,Morning,Baked,41,90,19-Nov-24,17-Feb-25,FreshFarm Co.,31,Sunny,FALSE,New York - Main,Robert,Chef Anna,,
533,09-Mar-24,14:45,Saturday,Veg Fried Rice,Rice,37,10,4,25,kg,89,3293,890,Pastry Station,Morning,Boiled,39,180,02-Mar-24,29-Aug-24,Urban Harvest,17,Cold,FALSE,Houston - Central,Emily,Chef Anna,,
534,08-Oct-24,15:00,Tuesday,Iced Tea,Ice Cream,12,0,1,12,pieces,54,648,0,Salad Station,Night,Frozen,16,30,06-Oct-24,05-Nov-24,SpiceKart Foods,32,Hot,FALSE,New York - Main,Robert,Chef David,,
535,16-Nov-24,19:00,Saturday,Brownie,Chocolate,15,3,1,12,grams,192,2880,576,Pastry Station,Afternoon,Baked,21,90,14-Nov-24,12-Feb-25,SpiceKart Foods,28,Sunny,TRUE,New York - Main,Robert,Chef Anna,,
536,06-Sep-24,07:45,Friday,Ice Cream Sundae,Ice Cream,16,1,2,15,pieces,51,816,51,Salad Station,Morning,Frozen,24,30,04-Sep-24,04-Oct-24,FreshFarm Co.,23,Cloudy,FALSE,New York - Main,Robert,Chef David,,
537,06-Jan-25,10:45,Monday,Spicy Chicken Wings,Chicken,14,2,2,9,kg,245,3430,490,Soup Station,Morning,Grilled,49,2,03-Jan-25,05-Jan-25,GreenLeaf Suppliers,16,Cold,FALSE,Houston - Central,Emily,Chef John,,
538,18-Aug-24,21:00,Sunday,Mutton Curry,Mixed Veg,38,7,3,29,kg,64,2432,448,Soup Station,Night,Boiled,17,3,12-Aug-24,15-Aug-24,GreenLeaf Suppliers,25,Sunny,FALSE,New York - Main,Robert,Chef David,,
539,17-Sep-24,19:00,Tuesday,Apple Pie,Mixed Veg,46,3,5,43,kg,76,3496,228,Pastry Station,Afternoon,Boiled,14,3,10-Sep-24,13-Sep-24,GreenLeaf Suppliers,25,Cloudy,TRUE,Los Angeles - Downtown,James,Chef Lee,,
540,04-Jan-24,07:30,Thursday,Brownie,Chocolate,9,1,1,8,grams,198,1782,198,Pastry Station,Morning,Baked,58,90,03-Jan-24,02-Apr-24,GreenLeaf Suppliers,28,Sunny,FALSE,New York - Main,Robert,Chef Anna,,
541,08-May-25,07:00,Thursday,Brownie,Chocolate,41,1,4,40,grams,198,8118,198,Main Course Station,Morning,Baked,33,90,07-May-25,05-Aug-25,DailyDairy Ltd.,27,Cloudy,FALSE,New York - Main,Robert,Chef David,,
542,15-Apr-25,22:30,Tuesday,Spicy Chicken Wings,Chicken,10,0,0,8,kg,248,2480,0,Main Course Station,Afternoon,Grilled,59,2,11-Apr-25,13-Apr-25,Urban Harvest,20,Rainy,FALSE,New York - Main,Robert,Chef David,,
543,06-Apr-24,17:30,Saturday,Pasta Alfredo,Pasta,37,9,5,25,kg,121,4477,1089,Pastry Station,Morning,Boiled,34,365,01-Apr-24,01-Apr-25,DailyDairy Ltd.,28,Hot,FALSE,Houston - Central,Emily,Chef Lee,,
544,14-Dec-24,21:00,Saturday,Cheeseburger,Cheese,26,2,3,24,grams,203,5278,406,Main Course Station,Afternoon,Raw,55,10,07-Dec-24,17-Dec-24,GreenLeaf Suppliers,25,Rainy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
545,29-Mar-24,16:45,Friday,Soda,Mixed Veg,25,1,2,21,kg,71,1775,71,Main Course Station,Afternoon,Boiled,25,3,27-Mar-24,30-Mar-24,Urban Harvest,35,Hot,FALSE,New York - Main,Robert,Chef David,,
546,23-Oct-24,19:30,Wednesday,Smoothie,Mixed Berries,48,13,5,34,grams,311,14928,4043,Salad Station,Night,Raw,38,3,20-Oct-24,23-Oct-24,SpiceKart Foods,34,Hot,TRUE,Houston - Central,Emily,Chef Anna,,
547,20-Mar-24,15:00,Wednesday,Chicken Biryani,Chicken,49,10,5,36,kg,242,11858,2420,Main Course Station,Morning,Grilled,57,2,17-Mar-24,19-Mar-24,FreshFarm Co.,24,Rainy,FALSE,Houston - Central,Emily,Chef David,,
548,21-Feb-25,12:30,Friday,Veg Fried Rice,Rice,13,1,1,11,kg,88,1144,88,Main Course Station,Night,Boiled,20,180,16-Feb-25,15-Aug-25,Urban Harvest,21,Rainy,TRUE,New York - Main,Robert,Chef John,,
549,10-Feb-25,18:00,Monday,Apple Pie,Mixed Veg,14,3,1,9,kg,72,1008,216,Main Course Station,Morning,Boiled,60,3,09-Feb-25,12-Feb-25,Urban Harvest,29,Sunny,FALSE,Los Angeles - Downtown,James,Chef Anna,,
550,06-May-24,12:45,Monday,Soda,Mixed Veg,30,8,4,22,kg,65,1950,520,Pastry Station,Morning,Boiled,16,3,29-Apr-24,02-May-24,GreenLeaf Suppliers,29,Hot,TRUE,Los Angeles - Downtown,James,Chef David,,
551,29-Feb-24,06:15,Thursday,Tomato Soup,Tomato,47,6,4,38,kg,44,2068,264,Grill Station,Afternoon,Boiled,26,5,25-Feb-24,01-Mar-24,GreenLeaf Suppliers,24,Rainy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
552,29-May-25,10:15,Thursday,Cheesecake,Cheese,31,1,2,29,grams,194,6014,194,Pastry Station,Night,Raw,10,10,23-May-25,02-Jun-25,DailyDairy Ltd.,22,Cloudy,FALSE,New York - Main,Robert,Chef Maria,,
553,08-Feb-25,06:00,Saturday,Cheesecake,Cheese,34,4,3,30,grams,208,7072,832,Grill Station,Morning,Raw,38,10,07-Feb-25,17-Feb-25,Urban Harvest,21,Rainy,FALSE,Houston - Central,Emily,Chef John,,
554,03-Apr-24,14:30,Wednesday,Chicken Biryani,Chicken,10,2,1,6,kg,246,2460,492,Pastry Station,Morning,Grilled,10,2,27-Mar-24,29-Mar-24,DailyDairy Ltd.,25,Rainy,FALSE,Houston - Central,Emily,Chef John,,
555,08-Dec-24,12:30,Sunday,Veg Fried Rice,Rice,5,0,0,2,kg,88,440,0,Main Course Station,Afternoon,Boiled,25,180,04-Dec-24,02-Jun-25,DailyDairy Ltd.,30,Sunny,TRUE,Los Angeles - Downtown,James,Chef John,,
556,22-Dec-24,22:00,Sunday,Paneer Butter Masala,Paneer,11,1,1,10,kg,288,3168,288,Soup Station,Morning,Fried,47,3,16-Dec-24,19-Dec-24,FreshFarm Co.,23,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
557,22-Apr-24,14:00,Monday,Chocolate Milkshake,Milk,30,8,2,20,liters,55,1650,440,Pastry Station,Afternoon,Boiled,42,4,16-Apr-24,20-Apr-24,Urban Harvest,10,Cold,FALSE,Houston - Central,Emily,Chef David,,
558,25-Dec-24,08:00,Wednesday,Ice Cream Sundae,Ice Cream,40,9,4,28,pieces,51,2040,459,Main Course Station,Morning,Frozen,15,30,19-Dec-24,18-Jan-25,Urban Harvest,29,Sunny,FALSE,Los Angeles - Downtown,James,Chef Lee,,
559,24-Mar-24,09:00,Sunday,Spicy Chicken Wings,Chicken,22,1,2,20,kg,260,5720,260,Main Course Station,Morning,Grilled,23,2,19-Mar-24,21-Mar-24,DailyDairy Ltd.,34,Hot,FALSE,New York - Main,Robert,Chef Lee,,
560,20-Mar-25,13:45,Thursday,Fish Fingers,Mixed Veg,35,6,3,28,kg,70,2450,420,Pastry Station,Afternoon,Boiled,27,3,17-Mar-25,20-Mar-25,Urban Harvest,23,Cloudy,TRUE,Los Angeles - Downtown,James,Chef David,,
561,17-Mar-25,07:15,Monday,Brownie,Chocolate,5,0,0,4,grams,172,860,0,Soup Station,Morning,Baked,49,90,14-Mar-25,12-Jun-25,SpiceKart Foods,24,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
562,17-Oct-24,13:00,Thursday,Mutton Curry,Mixed Veg,31,3,3,28,kg,67,2077,201,Soup Station,Morning,Boiled,34,3,10-Oct-24,13-Oct-24,FreshFarm Co.,32,Hot,TRUE,Houston - Central,Emily,Chef David,,
563,02-Apr-24,10:15,Tuesday,Ice Cream Sundae,Ice Cream,43,4,4,36,pieces,50,2150,200,Grill Station,Morning,Frozen,56,30,28-Mar-24,27-Apr-24,Urban Harvest,29,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
564,17-Feb-24,21:15,Saturday,Cheesecake,Cheese,50,3,4,45,grams,184,9200,552,Soup Station,Night,Raw,11,10,16-Feb-24,26-Feb-24,SpiceKart Foods,24,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
565,16-Oct-24,12:15,Wednesday,Grilled Chicken,Chicken,6,0,0,6,kg,233,1398,0,Salad Station,Morning,Grilled,42,2,10-Oct-24,12-Oct-24,GreenLeaf Suppliers,30,Sunny,TRUE,New York - Main,Robert,Chef David,,
566,25-Mar-24,13:00,Monday,Soda,Mixed Veg,39,11,3,27,kg,77,3003,847,Soup Station,Night,Boiled,53,3,22-Mar-24,25-Mar-24,Urban Harvest,20,Rainy,TRUE,Houston - Central,Emily,Chef John,,
567,27-Sep-24,12:30,Friday,Chocolate Milkshake,Milk,28,4,2,23,liters,54,1512,216,Main Course Station,Morning,Boiled,12,4,25-Sep-24,29-Sep-24,DailyDairy Ltd.,33,Hot,TRUE,Houston - Central,Emily,Chef Lee,,
568,19-Jun-24,14:00,Wednesday,Soda,Mixed Veg,24,2,2,19,kg,72,1728,144,Grill Station,Afternoon,Boiled,35,3,13-Jun-24,16-Jun-24,GreenLeaf Suppliers,26,Rainy,FALSE,Houston - Central,Emily,Chef David,,
569,01-Jul-24,06:45,Monday,Apple Pie,Mixed Veg,32,2,3,29,kg,67,2144,134,Pastry Station,Morning,Boiled,38,3,27-Jun-24,30-Jun-24,Urban Harvest,28,Hot,FALSE,New York - Main,Robert,Chef David,,
570,05-May-24,10:30,Sunday,Chocolate Milkshake,Milk,26,4,3,20,liters,55,1430,220,Main Course Station,Morning,Boiled,37,4,02-May-24,06-May-24,DailyDairy Ltd.,16,Cold,FALSE,Houston - Central,Emily,Chef Maria,,
571,13-Sep-24,11:00,Friday,Mushroom Soup,Tomato,15,2,1,13,kg,46,690,92,Grill Station,Morning,Boiled,54,5,06-Sep-24,11-Sep-24,GreenLeaf Suppliers,27,Sunny,FALSE,Los Angeles - Downtown,James,Chef David,,
572,26-Jan-25,22:45,Sunday,Soda,Mixed Veg,16,0,1,15,kg,66,1056,0,Main Course Station,Afternoon,Boiled,13,3,24-Jan-25,27-Jan-25,Urban Harvest,13,Cold,FALSE,New York - Main,Robert,Chef Lee,,
573,21-Apr-24,16:15,Sunday,Smoothie,Mixed Berries,29,8,3,18,grams,276,8004,2208,Pastry Station,Night,Raw,50,3,20-Apr-24,23-Apr-24,Urban Harvest,22,Rainy,FALSE,Houston - Central,Emily,Chef John,,
574,18-Jan-24,06:15,Thursday,Mutton Curry,Mixed Veg,43,11,4,30,kg,72,3096,792,Pastry Station,Afternoon,Boiled,22,3,11-Jan-24,14-Jan-24,Urban Harvest,26,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
575,08-Jul-24,22:30,Monday,Veg Fried Rice,Rice,42,5,4,35,kg,83,3486,415,Grill Station,Morning,Boiled,21,180,05-Jul-24,01-Jan-25,FreshFarm Co.,31,Sunny,FALSE,New York - Main,Robert,Chef David,,
576,30-Aug-24,12:45,Friday,Iced Tea,Ice Cream,21,5,1,16,pieces,52,1092,260,Grill Station,Afternoon,Frozen,37,30,29-Aug-24,28-Sep-24,FreshFarm Co.,31,Sunny,TRUE,New York - Main,Robert,Chef Maria,,
577,23-Mar-24,08:15,Saturday,Spicy Chicken Wings,Chicken,6,1,0,4,kg,262,1572,262,Soup Station,Night,Grilled,57,2,22-Mar-24,24-Mar-24,SpiceKart Foods,18,Cold,FALSE,Houston - Central,Emily,Chef David,,
578,07-Oct-24,10:30,Monday,Chicken Biryani,Chicken,20,1,2,19,kg,216,4320,216,Main Course Station,Afternoon,Grilled,24,2,02-Oct-24,04-Oct-24,GreenLeaf Suppliers,30,Sunny,FALSE,Los Angeles - Downtown,James,Chef David,,
579,09-Oct-24,06:00,Wednesday,Cheeseburger,Cheese,48,8,4,37,grams,212,10176,1696,Grill Station,Night,Raw,28,10,06-Oct-24,16-Oct-24,Urban Harvest,28,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
580,31-Dec-24,07:15,Tuesday,Cheesecake,Cheese,10,0,1,10,grams,203,2030,0,Grill Station,Morning,Raw,30,10,28-Dec-24,07-Jan-25,SpiceKart Foods,26,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
581,30-Apr-25,16:45,Wednesday,Tomato Soup,Tomato,35,0,4,34,kg,48,1680,0,Pastry Station,Night,Boiled,51,5,25-Apr-25,30-Apr-25,FreshFarm Co.,30,Sunny,FALSE,New York - Main,Robert,Chef John,,
582,21-Jan-25,15:30,Tuesday,Cheesecake,Cheese,15,4,2,9,grams,182,2730,728,Pastry Station,Morning,Raw,21,10,20-Jan-25,30-Jan-25,DailyDairy Ltd.,30,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
583,28-Jun-24,16:30,Friday,Smoothie,Mixed Berries,15,1,1,14,grams,325,4875,325,Main Course Station,Morning,Raw,22,3,21-Jun-24,24-Jun-24,SpiceKart Foods,24,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
584,02-Jun-24,15:00,Sunday,Tomato Soup,Tomato,16,1,2,15,kg,43,688,43,Main Course Station,Night,Boiled,23,5,29-May-24,03-Jun-24,Urban Harvest,29,Hot,FALSE,Houston - Central,Emily,Chef David,,
585,28-Apr-25,19:00,Monday,Apple Pie,Mixed Veg,49,1,6,45,kg,65,3185,65,Main Course Station,Afternoon,Boiled,29,3,23-Apr-25,26-Apr-25,Urban Harvest,26,Rainy,TRUE,New York - Main,Robert,Chef Anna,,
586,23-May-25,16:45,Friday,Fish Fingers,Mixed Veg,37,2,4,35,kg,70,2590,140,Main Course Station,Morning,Boiled,30,3,22-May-25,25-May-25,SpiceKart Foods,13,Cold,FALSE,Houston - Central,Emily,Chef Maria,,
587,21-Sep-24,20:15,Saturday,Fish Fingers,Mixed Veg,37,9,4,25,kg,67,2479,603,Grill Station,Morning,Boiled,52,3,18-Sep-24,21-Sep-24,GreenLeaf Suppliers,28,Cloudy,TRUE,Houston - Central,Emily,Chef Maria,,
588,29-Apr-24,17:00,Monday,Apple Pie,Mixed Veg,42,12,3,27,kg,63,2646,756,Salad Station,Morning,Boiled,16,3,25-Apr-24,28-Apr-24,SpiceKart Foods,30,Sunny,FALSE,Houston - Central,Emily,Chef David,,
589,20-Mar-25,08:30,Thursday,Smoothie,Mixed Berries,24,5,2,17,grams,279,6696,1395,Soup Station,Morning,Raw,23,3,15-Mar-25,18-Mar-25,DailyDairy Ltd.,25,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
590,15-Jan-25,09:30,Wednesday,Ice Cream Sundae,Ice Cream,21,3,2,15,pieces,54,1134,162,Soup Station,Morning,Frozen,45,30,09-Jan-25,08-Feb-25,SpiceKart Foods,14,Cold,FALSE,Los Angeles - Downtown,James,Chef John,,
591,01-May-25,08:15,Thursday,Grilled Chicken,Chicken,30,1,3,28,kg,235,7050,235,Pastry Station,Morning,Grilled,55,2,26-Apr-25,28-Apr-25,DailyDairy Ltd.,22,Rainy,FALSE,Houston - Central,Emily,Chef John,,
592,30-Apr-25,11:45,Wednesday,Grilled Chicken,Chicken,48,2,7,43,kg,242,11616,484,Main Course Station,Morning,Grilled,39,2,24-Apr-25,26-Apr-25,Urban Harvest,11,Cold,FALSE,Houston - Central,Emily,Chef Maria,,
593,13-Apr-24,07:45,Saturday,Veg Fried Rice,Rice,12,3,1,6,kg,92,1104,276,Grill Station,Morning,Boiled,37,180,10-Apr-24,07-Oct-24,Urban Harvest,31,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
594,26-May-25,08:30,Monday,Mushroom Soup,Tomato,45,2,3,41,kg,41,1845,82,Salad Station,Morning,Boiled,12,5,25-May-25,30-May-25,Urban Harvest,21,Rainy,FALSE,New York - Main,Robert,Chef David,,
595,04-Jan-25,16:00,Saturday,Cheeseburger,Cheese,40,4,5,33,grams,187,7480,748,Main Course Station,Morning,Raw,24,10,28-Dec-24,07-Jan-25,SpiceKart Foods,30,Sunny,FALSE,New York - Main,Robert,Chef Anna,,
596,14-Aug-24,20:00,Wednesday,Fish Fingers,Mixed Veg,16,1,1,15,kg,70,1120,70,Soup Station,Morning,Boiled,52,3,09-Aug-24,12-Aug-24,SpiceKart Foods,12,Cold,TRUE,Houston - Central,Emily,Chef Maria,,
597,05-Jan-25,21:45,Sunday,Fish Fingers,Mixed Veg,36,7,3,28,kg,63,2268,441,Main Course Station,Morning,Boiled,27,3,04-Jan-25,07-Jan-25,GreenLeaf Suppliers,32,Hot,FALSE,Houston - Central,Emily,Chef John,,
598,10-Feb-24,12:15,Saturday,Pasta Alfredo,Pasta,6,0,0,4,kg,117,702,0,Salad Station,Morning,Boiled,21,365,05-Feb-24,04-Feb-25,SpiceKart Foods,23,Rainy,TRUE,Houston - Central,Emily,Chef David,,
599,01-May-25,18:00,Thursday,Tacos,Mixed Veg,22,1,3,19,kg,71,1562,71,Grill Station,Night,Boiled,57,3,24-Apr-25,27-Apr-25,GreenLeaf Suppliers,27,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
600,03-Jul-24,16:15,Wednesday,Apple Pie,Mixed Veg,40,8,5,31,kg,70,2800,560,Grill Station,Afternoon,Boiled,52,3,01-Jul-24,04-Jul-24,DailyDairy Ltd.,24,Cloudy,FALSE,Los Angeles - Downtown,James,Chef David,,
601,20-Sep-24,20:30,Friday,Ice Cream Sundae,Ice Cream,8,0,0,8,pieces,49,392,0,Soup Station,Night,Frozen,25,30,17-Sep-24,17-Oct-24,Urban Harvest,14,Cold,TRUE,Los Angeles - Downtown,James,Chef Lee,,
602,09-Jan-24,16:15,Tuesday,Tacos,Mixed Veg,40,3,5,36,kg,67,2680,201,Grill Station,Morning,Boiled,25,3,02-Jan-24,05-Jan-24,FreshFarm Co.,30,Sunny,FALSE,New York - Main,Robert,Chef John,,
603,18-Feb-25,07:15,Tuesday,Smoothie,Mixed Berries,45,4,4,38,grams,322,14490,1288,Salad Station,Night,Raw,49,3,15-Feb-25,18-Feb-25,GreenLeaf Suppliers,24,Rainy,FALSE,Houston - Central,Emily,Chef Lee,,
604,04-Nov-24,19:00,Monday,Smoothie,Mixed Berries,44,13,4,28,grams,303,13332,3939,Soup Station,Morning,Raw,19,3,28-Oct-24,31-Oct-24,SpiceKart Foods,33,Hot,TRUE,New York - Main,Robert,Chef Lee,,
605,09-Nov-24,16:00,Saturday,Tomato Soup,Tomato,14,2,1,10,kg,42,588,84,Salad Station,Night,Boiled,57,5,02-Nov-24,07-Nov-24,SpiceKart Foods,30,Hot,FALSE,New York - Main,Robert,Chef Anna,,
606,11-May-25,18:15,Sunday,Cheesecake,Cheese,12,0,1,9,grams,215,2580,0,Grill Station,Night,Raw,59,10,10-May-25,20-May-25,DailyDairy Ltd.,16,Cold,FALSE,New York - Main,Robert,Chef Anna,,
607,14-Mar-24,16:15,Thursday,Smoothie,Mixed Berries,50,5,6,43,grams,326,16300,1630,Grill Station,Morning,Raw,46,3,10-Mar-24,13-Mar-24,GreenLeaf Suppliers,11,Cold,FALSE,Los Angeles - Downtown,James,Chef David,,
608,15-Feb-24,16:15,Thursday,Smoothie,Mixed Berries,25,3,2,22,grams,306,7650,918,Soup Station,Afternoon,Raw,18,3,13-Feb-24,16-Feb-24,GreenLeaf Suppliers,28,Sunny,FALSE,Los Angeles - Downtown,James,Chef Lee,,
609,22-Nov-24,11:30,Friday,Pasta Alfredo,Pasta,7,1,0,5,kg,117,819,117,Grill Station,Night,Boiled,24,365,16-Nov-24,16-Nov-25,DailyDairy Ltd.,22,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
610,27-Nov-24,16:30,Wednesday,Ice Cream Sundae,Ice Cream,15,2,1,10,pieces,49,735,98,Grill Station,Morning,Frozen,39,30,20-Nov-24,20-Dec-24,Urban Harvest,14,Cold,FALSE,Houston - Central,Emily,Chef John,,
611,18-May-24,18:00,Saturday,Soda,Mixed Veg,50,12,7,38,kg,63,3150,756,Grill Station,Night,Boiled,23,3,16-May-24,19-May-24,Urban Harvest,14,Cold,FALSE,New York - Main,Robert,Chef David,,
612,10-Mar-24,20:45,Sunday,Tacos,Mixed Veg,8,1,0,5,kg,67,536,67,Grill Station,Morning,Boiled,58,3,05-Mar-24,08-Mar-24,FreshFarm Co.,20,Rainy,TRUE,Los Angeles - Downtown,James,Chef John,,
613,19-Feb-25,10:30,Wednesday,Apple Pie,Mixed Veg,50,9,5,41,kg,70,3500,630,Pastry Station,Afternoon,Boiled,53,3,17-Feb-25,20-Feb-25,Urban Harvest,28,Hot,FALSE,Houston - Central,Emily,Chef Lee,,
614,11-Feb-24,08:45,Sunday,Mushroom Soup,Tomato,40,8,4,29,kg,47,1880,376,Grill Station,Afternoon,Boiled,17,5,08-Feb-24,13-Feb-24,GreenLeaf Suppliers,26,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
615,28-Feb-24,21:15,Wednesday,Fish Fingers,Mixed Veg,38,7,3,28,kg,77,2926,539,Salad Station,Morning,Boiled,29,3,27-Feb-24,01-Mar-24,SpiceKart Foods,24,Rainy,FALSE,Los Angeles - Downtown,James,Chef David,,
